,title,split_title
8087,老师您好，一般纳税人下个月红冲上个月的发票，申报下个月增值税的时候可以直接抵减红冲的税额的金额申报吗，还是红冲部分只能另外申报退税，不能直接抵减,老师 您好 纳税人 下个月 红冲 上个月 发票 申报 下个月 增值税 抵减 红冲 税额 金额 申报 红冲 只能 申报 退税 抵减
8088,老师，对方不要求开票的收入，该怎么入账，我能先入账吗，因为是汇公户的,老师 开票 收入 入账 我能 先 入账 汇公户
8089,那老师，10月份开出的简易计税发票，10份取得的油费专票，能退回去让她们红冲掉吗？11月份再开专票来，反正汽油费公司管理部门也用的，不是所有的用在项目上的，我把公司的油费让对方红冲掉，开在下个月可以吗？,老师 10 月份 开出 简易 计税 发票 10 份 油费 专票 退回去 红 冲掉 11 月份 再开 专票 反正 汽油费 公司 管理 部门 项目 公司 油费 红 冲掉 开 下个月
8090,我想请问一下用不含税的货款除以（1-税率）这个公式是什么意思？有老师可以帮忙解释一下吗？,想 请问 不含税 货款 除以 税率 公式 老师 帮忙 解释一下
8091,老师，我们公司是10月份开办的，小规模我想让你帮我看下这几个分录有没有问题,老师 公司 10 月份 开办 小规模 想 帮 几个 分录 有没有
8092,我是一般纳税人，劳务派遣公司跟我开专票还是普票，哪种好处理？谢谢。,纳税人 劳务 派遣 公司 开 专票 普票 哪种 谢谢
8093,老师，你好，请教一下我接手了一个新公司，是刚刚开业的小型的连锁零售店，用财务软件做帐，那我还需要记什么账簿呢,老师 你好 请教 接手 新 公司 刚刚 开业 小型 连锁 零售店 财务软件 做 帐 记 账簿
8094,老师，你好！想咨询一个问题：我们养殖公司养的是毛驴，前两天有个人（他家养的奶牛）和我们领导协商，想把我们的小驴驹拉回去自己饲养，我们不用管。约定一年后不管什么情况得先把本钱9万元还回来。那这种情况签订什么合同呢？老师，麻烦回答下这个问题吧？,老师 你好 想 咨询 养殖 公司 养 毛驴 前两天 个人 家养 奶牛 领导 协商 想 驴驹 拉回去 饲养 不用 约定 一年 情况 先 本钱 万元 回来 情况 签订 合同 老师 麻烦 回答
8095,老师，房地产企业小规模增值税税率是多少老项目,老师 房地产 企业 小规模 增值税 税率 项目
8096,老师帮我看一下，哪里能看出我公司去年利润还是负的二十几万（前财务跟我说今年22.5万以上才交所得税）,老师 帮 公司 去年 利润 负 二十几万 前 财务 说 22.5 万 交 所得税
8097,老师你好建筑业一个工程有预付款按照30%开票但是目前没有进项税票抵扣等到第二个月怎么申报,老师 你好 建筑业 工程 预付款 30% 开票 进项 税票 抵扣 第二个 月 申报
8098,老师，一般纳税人，工程服务类，在施工地预交，都需要交什么税，一般，税率分别是多少？,老师 纳税人 工程 服务 类 施工 预交 交 税 税率
8099,老师这个进项税额转出能讲一下吗看课程有点没理解谢谢,老师 进项税额 转出 讲 课程 理解 谢谢
8100,老师，你好！固定资产是五千元以上才能算？请问办公桌椅算吗？,老师 你好 固定资产 五千元 算 请问 办公 桌椅 算
8101,老师，问取得稳岗补贴后用于交职工社保，分录如何写？,老师 问 稳岗 补贴 用于 交 职工 社保 分录 写
8102,老师，我想请教下管家婆V3的采购入库单自动生成凭证时出现出现现金流量没设置,老师 想 请教 管家婆 V3 采购 入库 自动 生成 凭证 时 现金流量 设置
8103,冲往里的应付账款为什么不填写费用报销单？,冲往 里 应付账款 为什么 填写 费用 报销
8104,请教老师:委托工厂贴牌生产，委托方不提供原材料等等，生产工厂只是在印刷时在产品的外包装上印上委托方的公司名称。这个委托方和受托方如何进行会计核算？会计分录分别咋做？,请教 老师 委托 工厂 贴牌 生产 委托方 提供 原材料 生产 工厂 印刷 时 产品 外包装 印上 委托方 公司 名称 委托方 受托 会计核算 会计分录 做
8105,老师，我的会计软件里没有这个科目可以增加吗，那发出商品这个科目代码是什么,老师 会计 软件 里 科目 增加 发出 商品 科目 代码
8106,汇票装让背书人被背书人分不清是背书人转让给被背书人吗？？？！！,汇票 装让 背书 背书 分不清 背书 转让 背书
8107,老师，我们收取的是2018年的物业费，开具发票的时候是不是在劳务服务名称注明是2018年物业费？,老师 收取 2018 年 物业费 开具 发票 劳务 服务 名称 注明 2018 年 物业费
8108,老师好，我是中级职称经济法学员，现在课件不能下载了，可请老师解决一下吗？今天晚上就要听直播课了,老师 中级职称 经济法 学员 课件 下载 可请 老师 解决 晚上 听 直播 课
8109,弄附件时什么情况下才可以贴收据？,弄 附件 时 情况 下才 贴 收据
8110,我们公司是做装修的，老板以前是做保洁，有一个客户一直没给钱，因为不能开票，现在可以开票了，但是他要求我们开的名称是保洁费或者是保洁材料，这种情况要怎么处理呢,公司 做 装修 老板 做 保洁 客户 给钱 开票 开票 开 名称 保洁 费 保洁 材料 情况
8111,公司名称变更，剩余的发票还可以用吗,公司 名称 变更 剩余 发票
8112,我有个单位是绿化养护，开销售票35万，一个季度，那现在劳务费是不是都可以开500元的一张,单位 绿化 养护 开销 售票 35 万 季度 劳务费 开 500 元 一张
8113,上级的补的给我们记营业外收入，我们补助给别人记管理费，对么？老师,上级 补 记 营业 外 收入 补助 记 管理费 老师
8114,请教大家个问题，公司通过公司账号给另一家公司转了一万多块钱，不是原材料款，是代开发票的税款，账上不能做成税款，请问要怎么做啊？请教高手,请教 公司 公司 账号 另一家 公司 转 一万多块 钱 原材料 款 是代 开发票 税款 账上 做成 税款 请问 做 请教 高手
8115,老师：今年的残保金中，上年在职职工工资总额是指我每月计提的借：管理费用-工资贷：应付职工薪酬-工资的累计数吗？去年已经离职人员的工资还算在里面嘛？还有上年在职职工人数：也是在职员工的总数吗？还有除以12个月吗？,老师 残 保金 中 上年 在职 职工 工资总额 指 每月 计提 管理费用 工资 贷 应付 职工 薪酬 工资 累计数 去年 离职 人员 工资 算在里面 上年 在职 职工 人数 在职员工 总数 除以 12 月
8116,老师，请问我们转让别人的专利进来支付的费用应该进入研发费用吗？如果进入研发费用那么放哪个科目？高新申报的费用可以进入研发费用吗？,老师 请问 转让 专利 支付 费用 研发 费用 研发 费用 放 科目 高新 申报 费用 研发 费用
8117,老师，进项税抵扣有那两个条件？,老师 进项 税 抵扣 两个 条件
8118,老师你好我们之前报过个税了当时没扣社保后面工资调整说要扣社保算的个税不一样这个两次算的个税走差的那部分我该怎么算？,老师 你好 报过 税 没扣 社保 工资 调整 说 扣 社保 算 税 两次 算 税 走 差 我该 算
8119,8月份成立的公司，8月份没有发工资，9月份申报个税时零申报，9月份发放8月份的工资，10月份申报个税时按8月份工资表申报的，这样就成10月份申报的是8月份的个税了，要怎么调整,月份 成立 公司 月份 发工资 月份 申报 税时 申报 月份 发放 月份 工资 10 月份 申报 税时 月份 工资表 申报 成 10 月份 申报 月份 税 调整
8120,请简述资产负债表、利润表和现金流量表之间的关系？请问这个问题怎么回答,请 简述 资产 负债表 利润表 现金流量 表 之间 关系 请问 回答
8121,小规模开的租车协议这种分录该怎么做呢,小规模 开 租车 协议 分录 做
8122,老师，发票税额那一栏小数点后面数字没显示出来有影响吗？,老师 发票 税额 一栏 小数点 数字 显示 影响
8123,老师好，给外国公司开具普票有什么要注意的吗,老师 外国 公司 开具 普票
8124,是这样的老师我也不确定是否真的沟通好了，一个人不能同时任职2个公司的财务负责人吗,老师 真的 沟通 任职 公司 财务 负责人
8125,建筑安装公司老项目开票怎么处理,建筑安装 公司 项目 开票
8126,你好，我们是设备安装企业设备与安装费分开结算。设备开17%的票。安装费简易征收是按全额开票还是差额开票,你好 设备 安装 企业 设备 安装费 分开 结算 设备 开 17% 票 安装费 简易 征收 全额 开票 差额 开票
8127,民间非营利组织单位的基本户的账户管理费和手续费，购买u盾这些费用可以计入管理费用吗,民间 非营利 组织 单位 户 账户 管理费 手续费 购买 u 盾 费用 计入 管理费用
8128,印花税全部销售金额是含税的还是不含税的呢？,印花税 销售 金额 含税 不含税
8129,老师，公司增值税按季度缴纳，第三季度税务局带开了一张专用发票，现场交了271.69的增值税，十月份缴纳时，本来应交31674.77，实际缴纳31403.08，少交了271.69，。另外城建税也少交了271.69*2*0.07=38.04，教育费附加少交271.69*2*0.03=16.3，地方教育费附加少交271.69*2*0.02=10.87，现在我十月份帐还没结，账面不平，我该怎么处理？请老师指导，谢谢！,老师 公司 增值税 季度 缴纳 第三季度 税务局 带开 一张 专用发票 现场 交了 271.69 增值税 十月份 缴纳 时 本来 应交 31674.77 缴纳 31403.08 少交 271.69 城建税 少交 271.69 0.07 38.04 教育费 附加 少交 271.69 0.03 16.3 地方 教育费 附加 少交 271.69 0.02 10.87 十月份 帐 没结 账面 不平 我该 请 老师 指导 谢谢
8130,会计做账的基本流程，做好有视频可以看,会计 做账 流程 做好 视频
8131,请教一个问题，水产加工企业，先预收货款，货还没全部发完，也还没开发票，这样需要做人工工资，结转成本不？10月份已用现金发了临时工资，这样怎么做帐务处理？,请教 水产 加工 企业 先 预收 货款 货 发 完 开发票 做 人工工资 结转 成本 10 月份 现金 发了 临时 工资 做 帐务
8132,老板平时买酒都是以公司的名义开票，用来抵一些无法取得发票的费用，现在是票多费用少，多出来的票不入帐的话要怎么处理,老板 平时 买 酒都 公司 名义 开票 抵 一些 发票 费用 票 费用 少 票 入帐
8133,老师，就是向保险公司买诉讼保全这个计入什么科目呀,老师 保险公司 买 诉讼 保全 计入 科目
8134,老师，你好！请问变压器是固定资产吗？,老师 你好 请问 变压器 固定资产
8135,就是我们卖的是高档化妆品，金税盘上查说高档化妆品是消费税产品，那我们给顾客的价格是不含增值税的产品价格+增值税价格+消费税价格？？,卖 高档 化妆品 金税 盘上查 说 高档 化妆品 消费税 产品 顾客 价格 含 增值税 产品价格 增值税 价格 消费税 价格
8136,老师，发生额以及余额表在哪里可以直接学习？发给链接，急用,老师 发生额 余额 表在 学习 发给 链接 急用
8137,个人独资企业，是做批发的，现在两个人合伙，想做大，然后现在要建账，库存商品是他自己用钱买的，另一个人的资金还没投进来，这方面有点困难，请老师帮忙解决一下，谢谢老师了！,个人独资 企业 做 批发 两个 合伙 想 做 建账 库存商品 用钱 买 资金 投进来 这方面 困难 请 老师 帮忙 解决 谢谢 老师
8138,老师，我们单位是销售柴油的，油进回来以后要过滤，一般用矿砂进行过滤，这些矿砂过滤两三次以后就得扔掉，这些矿砂在月底是不是转入主营业务成本？还有，我们矿砂过滤柴油的时候会吸收一部分柴油，这些损耗的柴油是不是也得记入主营业务成本？,老师 单位 销售 柴油 油进 回来 过滤 矿砂 过滤 矿砂 过滤 两三次 扔掉 矿砂 月底 转入 主营业务 成本 矿砂 过滤 柴油 吸收 一部分 柴油 损耗 柴油 记入 主营业务 成本
8139,老师，有个四月份的专用发票，没有认证，怎么办？,老师 有个 四月份 专用发票 认证
8140,我有家公司投入的货品和固定次产100万元朋友也想入股利润平分他应该投入多少,有家 公司 投入 货品 固定 次产 100 万元 朋友 想 入股 利润 平分 投入
8141,老师商品没有做暂估入库凭证，可是我已经做完总账了，不能再增加凭证，怎么办？,老师 商品 做 暂估 入库 凭证 做 完 总账 增加 凭证
8142,请问2018年初级会计实务，毛夏老师讲的课，前两天还能听课，今天就找不到啦,请问 2018 年 初级 会计 实务 毛夏 老师 讲 课 前两天 听课 找 不到
8143,老师，我公司与某个村民委员会签订了一个土地租赁合同，承租集体土地100亩，我们支付了一年租金，村委给我们开了收款收据。我可以以这个收款收据记账吗？材委不开发票给我可以吗,老师 公司 村民 委员会 签订 土地 租赁 合同 承租 集体土地 100 亩 支付 一年 租金 村委 开 收款 收据 收款 收据 记账 材委 开发票
8144,老师发票开负数有年限限制么假如13或之前的还能开成负数么,老师 发票 开 负数 年限 13 能开成 负数
8145,老师，工程购买的原材料盘螺和螺纹，在做账时做成购买原材料钢材还是做成购买原材料盘螺，螺纹,老师 工程 购买 原材料 盘螺 螺纹 做账 时 做成 购买 原材料 钢材 做成 购买 原材料 盘螺 螺纹
8146,会计证取消了，以前取得的会计证今年还需要继续教育吗？,会计证 取消 会计证 教育
8147,为什么手机明明下载了还是听不了显示0kb,为什么 手机 明明 下载 听 显示 0kb
8148,老师我们公司租的是民宅房东无法开具发票每个月租金四万做不了外账这样有什么影响吗,老师 公司 租 民宅 房东 开具 发票 月租金 四万 做不了 外账 影响
8149,2018年的初级会计实务，毛夏老师的课，前几天还在听，今天就找不到啦,2018 年 初级 会计 实务 毛夏 老师 课 前 几天 听 找 不到
8150,公账上收到财付通的客户备付金怎么做账？我想做入营业外收入可以吗,公账 收到 财付 通 客户 备付 金 做账 我想 做入 营业 外 收入
8151,回收产品会计分录怎么做绕线的木盘，可以回收利用,回收 产品 会计分录 做 绕线 木盘 回收 利用
8152,老师，我没有做商品暂估入库凭证，可是我已经做完总账，不能增加凭证了，怎么办呀,老师 做 商品 暂估 入库 凭证 做 完 总账 增加 凭证
8153,我公司是做软件开发对方是外国公司我们给对方开票开普票有什么需要注意的吗,公司 做 软件开发 外国 公司 开票 开普票
8154,老师，物流行业支付承运商的中转费属于营业外支出吗？,老师 物流 行业 支付 承运 商 中转 费 营业 外 支出
8155,上个月我确定了一笔25000的收入，但是没开发票。。。报税的时候直接按照无发票报。。这个月把这25000的专票开了。。怎么办？,上个月 一笔 25000 收入 开发票 报税 发票 报 月 25000 专票 开
8156,老师这个用的什么折旧方法,老师 折旧 方法
8157,那所得税我就不抵减了,所得税 抵减
8158,怎么初级的视频看不了呢？都提示视频尚未上传,初级 视频 提示 视频 尚未 上传
8159,请问老师们，公司从公账上转了2万元到老板的私人账户，只有一张银行回单，而且以后这笔钱都不会还回来，如何做账呢,请问 老师 公司 从公账 转 万元 老板 私人 账户 一张 银行 回单 这笔 钱 回来 做账
8160,老师你好，光知道开票金额怎么编制资产负债表和利润表啊,老师 你好 开票 金额 编制 资产 负债表 利润表
8161,入库单和运费一起，我怎么记到对应产品成本呢？,入库 运费 记到 产品成本
8162,老师，我去税局代开了个人的劳务报酬发票（咨询费），要交增值税和代征个人所得税，但是发票的抬头不是我们公司，但是我们老板想在公司出增值税和个人所得税的帐？请问怎么处理,老师 税局 代开 个人 劳务 报酬 发票 咨询 费 要交 增值税 代征 个人所得税 发票 抬头 公司 老板 想 公司 增值税 个人所得税 帐 请问
8163,老师我开出去的发票记账联掉了该怎么办呢？,老师 我开 发票 记账 联掉
8164,老师，题目说了是一次还本付息的，也要算持有时间的利息吗？,老师 题目 说 还本付息 算 持有 时间 利息
8165,老师，过关费发票的抵扣填在多少行,老师 过关 费 发票 抵扣 填 行
8166,2016年5月份以前审计的，现在付款是按营改增以前的税率5点多，还是3点？,2016 年 月份 审计 付款 按营 改增 税率 点多 点
8167,新开办的公司，是要去税局核定税种吗？,新 开办 公司 税局 核定 税种
8168,我想问下今年建筑业的最新税率是多少,我想 问下 建筑业 最新 税率
8169,老师，公司把项目部的账分出去做公司帮付款涉及公司到垫付，这种我如何做账务处理,老师 公司 项目部 账分 做 公司 帮 付款 涉及 公司 垫付 做 账务
8170,老师，公司里购买的车辆的折旧年限是几年？是5年吗？,老师 公司 里 购买 车辆 折旧 年限 几年 年
8171,老师，请问，老板与员工外出办事，给医生资料电子注册，中午在外面吃饭，餐费共计380元，有发票，这分录如何做？,老师 请问 老板 员工 外出 办事 医生 资料 电子注册 中午 外面 吃饭 餐费 共计 380 元 发票 分录 做
8172,老师在吗？请问一下，查账发现上年度主营业务收入少记1000，本年度管理费用少记2元怎么处理好呢,老师 请问 查账 发现 年度 主营业务 收入 少记 1000 本年度 管理费用 少记 元
8173,@邹老师：老师，这个用的是什么折旧方法？,邹 老师 老师 折旧 方法
8174,个体工商户在税务局代开了发票，现在要报增值税，发票金额是29900，我想请问一下没有费用发票，是不是得用扣除税金后的全全额申报个人所得税？,个体 工商户 税务局 代开 发票 要报 增值税 发票 金额 29900 想 请问 费用 发票 扣除 税金 全 全额 申报 个人所得税
8175,填报增值税减免税申报表之前是要先去税务局做减免税备案吗，减税性质代码及名称自己选不出来，要去备案的话需要带什么资料,填报 增值税 减免税 申报表 先 税务局 做 减免税 备案 减税 性质 代码 名称 选不 备案 资料
8176,"金贸鞋业有限公司请款明细表（销售产品）序号出货日期客户订单本厂型体号颜色出货数量（双）单价（USD)金额（USD)汇率折合金额（RMB)12017.7.141702271039416AL7186灰色2885US$8.60US$24,811.0022017.7.141702271039416AL7186黑色3432US$8.80US$30,201.60合计US$55,012.60金贸鞋业有限公司扣款明细表序号内容单位数量详情金额（USD)汇率折合金额（RMB)1押汇单US$5,501.601%US$550.132货期延误罚款批1两周多US$1,600.00合计US$2,150.13求解：①怎么做以上分录②怎么知道汇率是多少来折成人民",金贸 鞋业 有限公司 请款 明细表 销售 产品 序号 出货 日期 客户 订单 本厂 型体 号 颜色 出货 数量 双 单价 USD 金额 USD 汇率 折合 金额 RMB 12017.7 141702271039416AL7186 灰色 2885US 8.60 US 24 811.0022017 7.141702271039416 AL7186 黑色 3432US 8.80 US 30 201.60 合计 US 55 012.60 金贸 鞋业 有限公司 扣款 明细表 序号 内容 单位 数量 详情 金额 USD 汇率 折合 金额 RMB 押汇 US 501.601% US 550.132 货期 延误 罚款 批 两周 US 600.00 合计 US 150.13 求解 做 分录 汇率 折成
8177,老师，上月我们公司的发票认证了没有抵扣如图1，这月如果仍然不抵扣怎么填写啊？为什么这月申报表中的留抵税额为0呢如图2,老师 月 公司 发票 认证 抵扣 如图 月 抵扣 填写 为什么 月 申报表 中 留 抵 税额 如图
8178,劳务公司提供建筑劳务是3%全额交税？,劳务 公司 提供 建筑 劳务 3% 全额 交税
8179,请问一下老师，防伪税开票系统维护费，说是可以全额抵扣的，怎么写分录啊,请问 老师 防伪 税 开票 系统 维护费 说 全额 抵扣 写 分录
8180,老师，我想请问我们交印花税，合同是框架合同，所以按计量来征收，就是购?销的金额来交印花税对吗？一般是按季度交还是按月来交比较好？,老师 想 请问 交 印花税 合同 框架 合同 计量 征收 购 销 金额 来交 印花税 季度 交还 月 交
8181,我问个问题，A公司采购了软件开发服务费，然后再转卖给B公司，这样的分录怎么做？,问个问题 公司 采购 软件开发 服务费 转卖 B 公司 分录 做
8182,老师在吗，基本户账户冻结中，法院扣了款，回单上显示冻结扣划，我走哪个科目合理,老师 户 账户 冻结 中 法院 扣 款 回单 显示 冻结 扣划 走 科目
8183,我公司把工程分包过来，可以再分包给其他公司吗？如果可以，分包给其他公司的分包款可以抵扣吗,公司 工程 分包 分包 公司 分包 公司 分包 款 抵扣
8184,老师，你好，我们是一般纳税人，但是，我填写增值税申报表时候，提示“货运设备未抄报”，请问是怎么回事,老师 你好 纳税人 填写 增值税 申报表 提示 货运 设备 未 抄报 请问 怎么回事
8185,为什么题库都是写的2017年的，不是初级会计师2018年考试大纲什么的，都变了吗？为什么还用2017版的？,为什么 题库 写 2017 年 初级 会计师 2018 年 考试 大纲 变 为什么 还用 2017 版
8186,请问数字可以组合的印凭证盒数字的，那个数字组合章叫什么啊？,请问 数字 组合 印 凭证 盒 数字 数字 组合 章
8187,我公司交单位的税控盘技术服务费330元，咋记账,公司 交 单位 税控 盘 技术 服务费 330 元 记账
8188,建筑公司挂靠项目分项目核算有些挂靠项目材料票先拿过来，而我司还未开票，这个时候这个成本要结转到哪里去呢,建筑 公司 挂靠 项目 分 项目 核算 挂靠 项目 材料 票先 我司 未 开票 成本 结转
8189,老师，您好，请问我们是小规模企业，税局代开的发票有些做废了，银行多扣的税没有退回来，我该怎么做分录,老师 您好 请问 小规模 企业 税局 代开 发票 做 废 银行 多扣 税 退回来 我该 做 分录
8190,老师，请问一下，三证合一需要什么资料，麻烦吗,老师 请问 三 证 合一 资料 麻烦
8191,您好，老师，汽车燃油补助的会计分录怎么写,您好 老师 汽车 燃油 补助 会计分录 写
8192,房地产公司注册三年项目未启动，只建了售楼部，土地没有挂牌，目前有意向的公司想收购我们项目土地，老板准备把公司一起跟项目卖给这家公司，从中赚取土地挂牌差价，如果公司一起出售的话，法人股东一起要变更，公司的内账不能给他们看吧？,房地产 公司 注册 三年 项目 未 启动 只建 售楼部 土地 挂牌 意向 公司 想 收购 项目 土地 老板 公司 项目 卖 这家 公司 赚取 土地 挂牌 差价 公司 出售 法人 股东 变更 公司 内账 看吧
8193,这个是借应付贷银行存款吗,应付 贷 银行存款
8194,房地产开发企业缴纳土地增值税时需要把土地成本和房屋开发成本加计扣除吗？有没有案例参考下,房地产 开发 企业 缴纳 土地 增值税 时 土地 成本 房屋 开发成本 加计 扣除 有没有 案例 参考
8195,老师，购入商铺，列入固定资产，那固定资产的折旧怎么计算了。如果商铺是200万购入的，该怎么算呢?,老师 购入 商铺 列入 固定资产 固定资产 折旧 计算 商铺 200 万 购入 算
8196,明天领导让我去下面公司查账，可是我还没查过，我都需要查写什么呢？,明天 领导 公司 查账 没查 查写
8197,你好，老师。我们是非盈利民营组织，社会组织补助我们20000借银行代营业外收入。现在老板从银行取出150000，该怎么做账？分录说一下谢谢,你好 老师 非盈利 民营 组织 社会 组织 补助 20000 银行 代 营业 外 收入 老板 银行 取出 150000 做账 分录 说 谢谢
8198,请问合同中乙方全称打错对甲乙双方各自有什么风险吗？,请问 合同 中 乙方 全称 打错 甲乙双方 风险
8199,今天报了初级，帮忙给一个具体的学习流程,报 初级 帮忙 学习 流程
8200,您好，老师，官司费用的会计分录怎么写,您好 老师 官司 费用 会计分录 写
8201,期初未缴税额，是什么意思，本月需要缴纳增值税附征吗？,期初 未 缴税 额 本月 缴纳 增值税 附征
8202,请问合同中乙方名字没有打全称对甲乙双方各自有什么风险吗,请问 合同 中 乙方 名字 全称 甲乙双方 风险
8203,老师，客户八月份从公司购进一批货物，转的老板的个人转户，现在要求开具专票，从对公账户走一下账，然后把钱从对公取出来，怎么做分录啊,老师 客户 八月份 公司 购进 一批 货物 转 老板 个人 转户 开具 专票 对公 账户 走 账 钱 对公 取出 做 分录
8204,老师，您好！请问购入、出售固定资产怎么报税需要填写固定资产（不含不动产）进项税额抵扣统计表吗,老师 您好 请问 购入 出售 固定资产 报税 填写 固定资产 含 不动产 进项税额 抵扣 统计表
8205,老师在吗？事业单位的固定资产，怎么做事业支出或者固定基金？,老师 事业单位 固定资产 做 事业 支出 固定 基金
8206,可是现在不是要求全员缴纳社保，没有全员缴纳社保有什么影响吗,全员 缴纳 社保 全员 缴纳 社保 影响
8207,科目余额表是平的，资产负债表不平是什么回事呢,科目 余额 表是 平 资产 负债表 不平 回事
8208,老师好，我报名初级上传的照片老显示宽高不合适，该怎么办，照片大小像素都符合要求了,老师 报名 初级 上传 照片 显示 宽高 合适 照片 大小 像素 符合要求
8209,老师，我家亲戚急做账，可是我是新手。请问卖出去的货怎么做账？？？？？第一步做什么？可以告诉我流程吗？谢谢谢谢,老师 我家 亲戚 急 做账 新手 请问 卖出去 货 做账 第一步 做 告诉 流程 谢谢 谢谢
8210,老师日用品发票是否需要代扣个人所得税呢？很明显的个人用品是不是有涉税风险？,老师 日用品 发票 代扣 个人所得税 个人用品 涉税 风险
8211,公司刚成立，没有销售开票，买的金税抵扣票，要不要在报税表上反应？,公司 刚成立 销售 开票 买 金税 抵扣 票 报税 表上
8212,对公账上收到款，最长多长时间需要跟客户开票,对公 账上 收到 款 最长 多长时间 客户 开票
8213,有限公司与个体工商户有什么不一样,有限公司 个体 工商户
8214,老师，公司筹备期购买材料进行装修，材料费还是计入管理费用-开办费吗,老师 公司 筹备 期 购买 材料 装修 材料费 计入 管理费用 开办费
8215,老师在吗，基本户账户冻结中，法院扣了款，回单上显示冻结扣划，我走哪个科目合理，不知道是什么款，因为我来公司的时候已经账户冻结了,老师 户 账户 冻结 中 法院 扣 款 回单 显示 冻结 扣划 走 科目 款 我来 公司 账户 冻结
8216,工业小规模T3软件，为什么我生成了利润表和资产负债表在桌面上，然而打不开呢？,工业 小规模 T3 软件 为什么 生成 利润表 资产 负债表 桌面上 打不开
8217,老师我们是做贸易面膜的然后客户订单是10片分两次送第一次我送了2片第二次送8片的时候客户说他们系统更新了说系统显示有4片只收我6片那这中间差了2片怎样入账呢,老师 做 贸易 面膜 客户 订单 10 片分 两次 送 第一次 送 片 第二次 送 片 客户 说 系统 更新 说 系统 显示 片 收 片 差 片 入账
8218,老师我们是做贸易面膜的然后客户订单是10片分两次送第一次我送了2片第二次送8片的时候客户说他们系统更新了说系统显示有4片只收我6片那这中间差了2片怎样入账呢答疑贺(2748317304)16:48:54,老师 做 贸易 面膜 客户 订单 10 片分 两次 送 第一次 送 片 第二次 送 片 客户 说 系统 更新 说 系统 显示 片 收 片 差 片 入账 答疑 贺 2748317304 16 48 54
8219,老师，我想问一下专业合作社建蘑菇大棚，支付建造工人的工资入成本还是费用化？,老师 想 问 专业 合作社 建 蘑菇 大棚 支付 建造 工人 工资 入 成本 费用 化
8220,领用的材料如何直接转到主营业务成本里去？分录怎么做,领用 材料 转 主营业务 成本 里 分录 做
8221,老师车船使用税是怎么样的计提基数呀,老师 车船 使用税 计提 基数
8222,老师取现金不是都有限额的吗，如果金额大的话，也是借库存现金贷银行存款吗,老师 取 现金 限额 金额 库存现金 贷 银行存款
8223,我公司为建筑业一般纳税人，现在有一个工地项目，如果我公司采取简易计税方法的话，能开增值税专用发票吗？能开17点的专票吗？我公司不能抵扣进项，甲方拿到我公司开具的专票可以进行抵扣吗？,公司 建筑业 纳税人 工地 项目 公司 简易 计税 方法 开 增值税 专用发票 能开 17 点 专票 公司 抵扣 进项 甲方 拿到 公司 开具 专票 抵扣
8224,老师，开发工具是在什么软件里？我的WPS没有,老师 开发工具 软件 里 WPS
8225,咱们是小规模纳税人，但是代开了专票，附加税要交吗？而且咱们的财务报表是季报，国税上的全部是季报,小规模 纳税人 代开 专票 附加税 要交 财务报表 季报 国税 季报
8226,老师我们公司这个月新买的金蝶KIS专业版要录库存这些，我设置了账套为11月启用的，公司的货物进货都是美元，所以我想以美元为本位币，录了存货初始数据后为什么一直显示试算借贷不平衡？,老师 公司 月 新 买 金蝶 KIS 专业版 要录 库存 设置 账套 11 月 启用 公司 货物 进货 美元 想 美元 本位币 录 存货 初始 数据 为什么 显示 试算 借贷 平衡
8227,餐费和会议场地费等杂费分开开票，是普通发票，财务做账是做到会议费中还是做到业务招待费中？,餐费 会议 场地 费 杂费 分开 开票 普通发票 财务 做账 会议费 中 业务 招待费 中
8228,本月收到1张之前中秋节发月饼的发票请问老师如何进行账目处理！,本月 收到 张 中秋节 发 月饼 发票 请问 老师 账目
8229,第一个分录的时候不是借记应收账款吗，因为他是4月份才寄过来票据的，第二个分录他冲减应收账款，如果不是做应收账款的话，分录连续不上啊,第一个 分录 借记 应收 账款 月份 寄过来 票据 第二个 分录 冲减 应收 账款 做 应收 账款 分录 连续 不上
8230,应付账款和其他应付款怎么区分？怎么知道改写哪个科目？,应付账款 应付款 区分 改写 科目
8231,老师继续教育电力行业内部控制操作指南哪儿有试题。文件太长了，根本没时间去看,老师 教育 电力行业 内部 控制 操作 指南 试题 文件 太长 时间
8232,公司取得佣金收入如何做账可以少缴税，都需要缴哪些税？无相应进项发票？,公司 佣金 收入 做账 少 缴税 缴 税 进项 发票
8233,计提工资的时候，个人和单位上交的哪个算进工资里面,计提 工资 个人 单位 上交 算 进 工资
8234,外国出差的票据，能报销不？这样的票据算是合法的？,外国 出差 票据 报销 票据 算是 合法
8235,现在缴纳工会经费是不是计入营业税金及附加？,缴纳 工会 经费 计入 营业税 金及 附加
8236,请问老师，结转本月制造费用至生产成本时，为什么结转到生产成本-基本生产成本-制造费用里，而不是生产成本-辅助生产成本里?,请问 老师 结转 本月 制造费用 生产成本 时 为什么 结转 生产成本 生产成本 制造费用 里 生产成本 辅助生产 成本 里
8237,请问股东撤资怎样办手续？我们老板占装饰公司55%的股，需要办什么手续？,请问 股东 撤资 办手续 老板 占 装饰 公司 55% 股 办 手续
